,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
2020.2.29,海南,168,0,15,,,148,12,5,0,15,2,,6199,54,313,,,,,,,,,
2020.2.29,重庆,576,0,132,,,438,16,6,0,132,7,4,23535,118,428,,,,,,,,,
2020.2.29,四川,538,0,172,15,1,363,13,3,0,172,,5,,96,1081,,,,,,,,,
2020.2.29,贵州,146,0,32,1,,112,0,2,0,32,1,2,2574,12,37,,,,,,,,,
2020.2.29,云南,174,0,15,5,,157,1,2,0,15,0,0,,39,118,,,,,,,,,
2020.2.29,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.2.29,陕西（至3月1日8时）,245,0,37,0,0,207,7,1,0,37,,,18933,587,1385,,,,,,,,,
2020.2.29,甘肃（至28日20时）,91,0,7,0,,82,0,2,0,7,1,,4332,36,257,,,,,,,,,
2020.2.29,青海,18,0,0,0,0,18,0,0,0,0,,,437,0,0,,,,,,,,,
2020.2.29,宁夏,73,0,4,5,1,69,1,,,,,,4570,18,228,,,,,,,,,
2020.2.29,新疆,76,0,11,,,62,10,3,0,11,3,,,,3432,,,,,,,,,
2020.3.1,全国,80026,202,32652,715,141,44462,2837,2912,42,32652,7110,,663240,8154,46219,,,,,,,,,
2020.3.1,北京,414,1,124,42,12,282,6,8,0,124,,,2728,36,413,,,,,,,,,
2020.3.1,天津,136,0,22,,,111,2,3,0,22,5,1,2287,33,315,,,,,,,,,
2020.3.1,河北,318,0,18,0,0,294,11,6,0,18,3,,10933,44,448,,,,,,,,,
2020.3.1,山西,133,0,17,0,0,116,2,0,0,17,,1,4161,10,127,,,,,,,,,
2020.3.1,内蒙古（3月1日7时至3月2日7时）,75,0,24,4,0,51,5,0,0,24,2,3,,5,160,,,,,,,,,
2020.3.1,辽宁,122,0,18,,,103,2,1,0,18,1,1,2752,1,34,,,,,,,,,
2020.3.1,吉林,93,0,14,9,2,78,3,1,0,14,,3,3994,10,195,,,,,,,,,
2020.3.1,黑龙江,480,0,117,0,0,350,20,13,0,117,49,,16212,68,557,,,,,,,,,
2020.3.1,上海,337,0,44,17,,290,3,3,0,44,,9,,,,,,,,,,,,
2020.3.1,江苏,631,0,95,,,536,7,0,0,95,1,2,12636,20,113,,,,,,,,,
2020.3.1,浙江,1206,1,155,,,1050,32,1,0,155,10,4,41057,113,649,,,,,,,,,
2020.3.1,安徽,990,0,96,,0,888,20,6,0,96,,,28035,75,28035,,,,,,,,,
2020.3.1,福建,296,0,48,0,0,247,4,1,0,48,1,1,,106,157,,,,,,,,,
2020.3.1,江西,935,0,84,0,0,850,19,1,0,84,5,,26563,163,507,,,,,,,,,
2020.3.1,山东,758,2,297,,0,455,24,6,0,297,7,2,16902,1320,581,,,,,,,,,
2020.3.1,河南,1272,0,45,,,1205,20,22,0,45,7,2,39211,166,1176,,,,,,,,,
2020.3.1,湖北,67103,196,30543,527,80,33757,2570,2803,42,26901,5646,1226,267585,5591,32143,,,,,,,,,
2020.3.1,湖南,1018,0,138,,,876,23,4,0,138,17,,26893,52,350,,,,,,,,,
2020.3.1,广东,1350,1,309,0,0,1034,25,7,0,309,18,19,,,874,,,,,,,,,
2020.3.1,广西,252,0,61,0,0,188,9,2,0,62,1,5,,,320,,,,,,,,,
2020.3.1,海南,168,0,12,,,151,3,5,0,12,2,,6213,21,306,,,,,,,,,
2020.3.1,重庆,576,0,120,,,450,12,6,0,120,9,2,23563,85,371,,,,,,,,,
2020.3.1,四川,538,0,157,6,2,378,15,3,0,157,,4,,166,934,,,,,,,,,
2020.3.1,贵州,146,0,30,,,114,2,2,0,30,1,2,2574,10,27,,,,,,,,,
2020.3.1,云南,174,0,9,6,,163,6,2,0,9,0,0,,37,82,,,,,,,,,
2020.3.1,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.3.1,陕西（至3月2日8时）,245,0,35,0,0,209,2,1,0,35,,,18935,349,36832,,,,,,,,,
2020.3.1,甘肃（至3月1日20时）,91,0,5,0,0,84,2,2,0,5,1,,4334,44,215,,,,,,,,,
2020.3.1,青海,18,0,0,0,0,18,0,0,0,0,0,0,437,0,0,,,,,,,,,
2020.3.1,宁夏,74,1,5,4,,69,0,0,0,5,,,4698,77,279,,,,,,,,,
2020.3.1,新疆,76,0,9,,,64,2,3,0,9,,,,,3137,,,,,,,,,
2020.3.2,全国,80151,125,30004,587,129,47204,2742,2943,31（不包括内蒙古1例）,30004,6806,,664899,7650,40651,,,,,,,,,
2020.3.2,北京,414,0,118,37,14,288,6,8,0,118,,,2735,147,273,,,,,,,,,
2020.3.2,天津,136,0,15,,,118,7,3,0,15,1,1,2305,46,287,,,,,,,,,
2020.3.2,河北,318,0,15,0,0,297,3,6,0,15,3,,10933,26,422,,,,,,,,,
2020.3.2,山西,133,0,14,0,0,119,3,0,0,14,,1,4162,9,119,,,,,,,,,
2020.3.2,内蒙古（3月2日7时至3月3日8时）,75,0,20,2,0,54,3,1,1,20,1,2,,2,149,,,,,,,,,
2020.3.2,辽宁,125,3,21,,,103,0,1,0,21,,,2774,0,56,,,,,,,,,
2020.3.2,吉林,93,0,9,0,0,83,5,1,0,9,,,3994,,,,,,,,,,,
2020.3.2,黑龙江,480,0,109,0,0,358,8,13,0,109,39,,16212,127,430,,,,,,,,,
2020.3.2,上海,338,1,43,19,,292,2,3,0,43,,9,,,,,,,,,,,,
2020.3.2,江苏,631,0,76,,,555,19,0,0,76,1,2,12636,35,78,,,,,,,,,
2020.3.2,浙江,1213,7,126,,,1086,36,1,0,126,4,4,41130,118,580,,,,,,,,,
2020.3.2,安徽,990,0,67,,0,917,29,6,0,67,,0,28235,79,504,,,,,,,,,
2020.3.2,福建,296,0,40,0,0,255,8,1,0,40,1,1,10928,8,150,,,,,,,,,
2020.3.2,江西,935,0,64,1,1,870,20,1,0,64,5,,26626,93,477,,,,,,,,,
2020.3.2,山东,758,0,255,,0,497,42,6,0,255,7,2,16956,106,529,,,,,,,,,
2020.3.2,河南,1272,0,27,,,1223,18,22,0,27,5,2,39220,219,966,,,,,,,,,
2020.3.2,湖北,67217,114,28216,434,64,36167,2410,2834,31,28216,6593,,,,,,,,,,,,,
2020.3.2,湖南,1018,0,122,,,892,16,4,0,122,17,,26928,21,364,,,,,,,,,
2020.3.2,广东,1350,0,262,0,0,1081,47,7,0,262,14,19,,,783,,,,,,,,,
2020.3.2,广西,252,0,48,0,0,202,14,2,0,48,,5,,,304,,,,,,,,,
2020.3.2,海南,168,0,12,,,151,0,5,0,12,2,,6227,37,283,,,,,,,,,
2020.3.2,重庆,576,0,101,,,469,19,6,0,101,7,2,23592,43,357,,,,,,,,,
2020.3.2,四川,538,0,146,1,0,389,11,3,0,146,,2,,64,884,,,,,,,,,
2020.3.2,贵州,146,0,30,,,114,0,2,0,30,1,2,2574,7,20,,,,,,,,,
2020.3.2,云南,174,0,4,4,,168,5,2,0,4,0,0,,29,82,,,,,,,,,
2020.3.2,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.3.2,陕西（至3月3日8时）,245,0,28,0,0,216,7,1,0,28,,,18936,412,627,,,,,,,,,
2020.3.2,甘肃（至3月2日20时）,91,0,4,0,0,85,1,2,0,4,1,,4335,51,165,,,,,,,,,
2020.3.2,青海,18,0,0,0,0,18,0,0,0,0,0,0,437,0,0,,,,,,,,,
2020.3.2,宁夏,74,0,5,4,,69,5,0,0,5,,,4717,6,292,,,,,,,,,
2020.3.2,新疆,76,0,6,,,67,3,3,0,6,2,,,,2605,,,,,,,,,
2020.3.3,全国,80270,119,27433,520,143,49856,2652,2981,38,,6416,,666397,6250,36432,,,,,,,,,
2020.3.3,北京,417,3,115,38,11,294,6,8,0,,,,2796,,309,,,,,,,,,
2020.3.3,天津,136,0,9,,,124,6,3,0,9,0,1,2330,22,290,,,,,,,,,
2020.3.3,河北,318,0,12,0,0,300,,6,,12,3,,10933,6,416,,,,,,,,,
2020.3.3,山西,133,0,9,0,0,124,5,,,9,1,,4162,23,96,,,,,,,,,
2020.3.3,内蒙古（3月3日8时至3月4日7时）,75,0,15,1,0,59,6,1,,,,,,14,136,,,,,,,,,
2020.3.3,辽宁,125,0,18,,,106,3,1,,18,1,1,2823,7,98,,,,,,,,,
2020.3.3,吉林,93,0,8,2,0,84,1,1,,8,,2,3994,4,166,,,,,,,,,
2020.3.3,黑龙江,480,0,95,2,2,372,14,13,0,,29,,16224,134,308,,,,,,,,,
2020.3.3,上海,338,0,41,26,,294,,3,,41,,9,,,,,,,,,,,,
2020.3.3,江苏,631,0,66,,,565,10,,,66,1,2,12638,15,65,,,,,,,,,
2020.3.3,浙江,1213,0,105,,,1107,21,1,0,,3,3,41229,71,597,,,,,,,,,
2020.3.3,安徽,990,0,43,,0,941,24,6,,43,,,28299,,521,,,,,,,,,
2020.3.3,福建,296,0,34,0,0,261,6,1,,34,,,,7,44,,,,,,,,,
2020.3.3,江西,935,0,50,1,,884,14,1,,50,5,,26658,53,456,,,,,,,,,
2020.3.3,山东,758,0,241,0,,511,0,6,,,6,2,16970,40,489,,,,,,,,,
2020.3.3,河南,1272,0,16,,,1234,11,22,,,3,2,39226,129,843,,,,,,,,,
2020.3.3,湖北,67332,115,25905,340,52,38556,2389,2871,,23039,5095,1137,269379,3100,25290,,,,,,,,,
2020.3.3,湖南,1018,0,122,,,892,16,4,0,122,17,,26928,21,364,,,,,,,,,
2020.3.3,广东,1350,0,214,0,0,1129,48,7,,,13,19,,,595,,,,,,,,,
2020.3.3,广西,252,0,40,0,0,210,8,2,0,,,5,,,267,,,,,,,,,
2020.3.3,海南,168,0,8,0,0,155,4,5,0,,,,6263,41,278,,,,,,,,,
2020.3.3,重庆,576,0,80,,,490,21,6,0,,5,2,23602,53,314,,,,,,,,,
2020.3.3,四川,538,0,135,2,1,400,11,3,0,135,,2,,144,745,,,,,,,,,
2020.3.3,贵州,146,0,30,,,114,,2,,30,1,2,2574,7,13,,,,,,,,,
2020.3.3,云南,174,0,3,5,,169,,2,,,0,0,,12,81,,,,,,,,,
2020.3.3,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.3.3,陕西（至3月3日8时）,245,0,26,0,0,218,,1,,,,,18937,79,,,,,,,,,,
2020.3.3,甘肃（至3月2日20时）,91,0,3,0,0,86,0,2,0,3,1,0,4335,88,77,,,,,,,,,
2020.3.3,青海,18,0,0,0,0,18,0,0,0,,,,437,0,0,,,,,,,,,
2020.3.3,宁夏,75,1,6,1,,69,,,,,,,,7,285,,,,,,,,,
2020.3.3,新疆,76,0,5,,0,68,1,3,0,,2,,,,2295,,,,,,,,,
2020.3.4,全国,80409,139,25352,522,143,52045,2189,3012,31,,5952,,669025,6584,32870,,,,,,,,,
2020.3.4,北京,418,1,113,34,10,297,3,8,0,,,,2867,,364,,,,,,,,,
2020.3.4,天津,136,0,5,,,128,4,3,0,,0,1,2363,50,273,,,,,,,,,
2020.3.4,河北,318,0,11,0,0,301,1,6,0,,3,,10933,21,395,,,,,,,,,
2020.3.4,山西,133,0,9,0,0,124,0,0,0,,1,,4162,20,76,,,,,,,,,
2020.3.4,内蒙古（3月4日7时至3月5日7时）,75,0,11,1,0,63,4,1,0,,1,1,,8,128,,,,,,,,,
2020.3.4,辽宁,125,0,18,,,106,0,1,0,,1,1,3042,0,317,,,,,,,,,
2020.3.4,吉林,93,0,6,0,0,86,2,1,0,,,2,3994,4,162,,,,,,,,,
2020.3.4,黑龙江,481,1,89,1,0,379,7,13,0,,,,16255,64,275,,,,,,,,,
2020.3.4,上海,338,0,37,32,,298,4,3,0,,1,8,,,,,,,,,,,,
2020.3.4,江苏,631,0,51,,,580,15,0,,,1,2,12638,14,51,,,,,,,,,
2020.3.4,浙江,1215,2,84,,,1130,23,1,0,,1,2,41850,56,669,,,,,,,,,
2020.3.4,安徽,990,0,28,,,956,15,6,,,,,,,,,,,,,,,,
2020.3.4,福建,296,0,25,0,,270,9,1,,,,,10800,,138,,,,,,,,,
2020.3.4,江西,935,0,33,1,,901,17,1,,,5,,26674,87,385,,,,,,,,,
2020.3.4,山东,758,0,176,,,576,65,6,0,,5,2,16977,,435,,,,,,,,,
2020.3.4,河南,1272,0,11,,,1239,5,22,,,,1,39234,212,639,,,,,,,,,
2020.3.4,湖北,67466,134,24085,315,67,40479,1923,2902,31,,5788,,270593,91,22801,,,,,,,,,
2020.3.4,湖南,1018,0,81,,,933,20,4,,,12,,26930,123,208,,,,,,,,,
2020.3.4,广东,1350,0,184,0,,1159,30,7,0,,12,19,,,504,,,,,,,,,
2020.3.4,广西,252,0,37,0,,213,3,2,0,,,5,,,202,,,,,,,,,
2020.3.4,海南,168,0,5,,,158,3,5,0,,2,,6290,27,278,,,,,,,,,
2020.3.4,重庆,576,0,68,,,502,12,6,,,3,2,23612,30,294,,,,,,,,,
2020.3.4,四川,539,1,118,1,,418,18,3,,,,2,,154,627,,,,,,,,,
2020.3.4,贵州,146,0,30,1,,114,0,2,0,,,,2574,0,13,,,,,,,,,
2020.3.4,云南,174,0,3,5,,169,,2,,,,,,39,60,,,,,,,,,
2020.3.4,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.3.4,陕西（3月4日8时至3月5日8时）,245,0,22,0,0,222,,1,,,,,18937,144,405,,,,,,,,,
2020.3.4,甘肃（至3月4日20时）,91,0,2,0,,87,1,2,0,,,,4337,0,79,,,,,,,,,
2020.3.4,青海,18,0,0,0,0,18,0,0,0,,,,437,0,0,,,,,,,,,
2020.3.4,宁夏,75,0,6,,,69,,0,,,,,,25,268,,,,,,,,,
2020.3.4,新疆,76,0,4,,,69,1,3,0,,1,,,,1757,,,,,,,,,
2020.3.5,全国,80552,143,23784,482,102,53726,1681,3042,30,,5737,,670854,5457,29896,,,,,,,,,
2020.3.5,北京,422,4,116,29,3,298,1,8,0,,,,2874,,368,,,,,,,,,
2020.3.5,天津,136,0,5,,,128,0,3,0,5,0,1,2398,36,272,,,,,,,,,
2020.3.5,河北,318,0,8,0,0,304,3,6,0,8,3,,10933,14,381,,,,,,,,,
2020.3.5,山西,133,0,7,0,0,126,2,0,0,7,0,0,4166,22,58,,,,,,,,,
2020.3.5,内蒙古（3月5日7时至3月6日7时）,75,0,9,1,0,65,2,1,0,,2,0,,1,130,,,,,,,,,
2020.3.5,辽宁,125,0,18,,,106,0,1,0,18,1,1,3042,0,317,,,,,,,,,
2020.3.5,吉林,93,0,4,3,3,88,2,1,0,4,,1,3994,4,158,,,,,,,,,
2020.3.5,黑龙江,481,0,88,1,0,380,1,13,0,88,29,,16255,72,203,,,,,,,,,
2020.3.5,上海,339,1,33,40,,303,5,3,0,33,1,8,,,,,,,,,,,,
2020.3.5,江苏,631,0,43,,,588,8,0,0,43,1,2,12638,6,45,,,,,,,,,
2020.3.5,浙江,1215,0,61,,,1153,23,1,0,61,2,1,41838,21,669,,,,,,,,,
2020.3.5,安徽,990,0,14,,0,970,14,6,0,14,,,28283,,482,,,,,,,,,
2020.3.5,福建,296,0,17,0,0,278,8,1,0,17,0,1,,18,121,,,,,,,,,
2020.3.5,江西,935,0,26,0,,908,7,1,0,26,4,,26714,32,393,,,,,,,,,
2020.3.5,山东,758,0,,0,0,602,26,6,0,,4,2,16981,,433,,,,,,,,,
2020.3.5,河南,1272,0,9,,,1241,2,22,0,,0,1,39241,173,473,,,,,,,,,
2020.3.5,湖北,67592,126,22695,285,43,41966,1487,2931,29,,5588,996,271959,,21063,,,,,,,,,
2020.3.5,湖南,1018,0,68,,,946,13,4,0,,8,,26942,49,171,,,,,,,,,
2020.3.5,广东,1351,1,135,0,0,1209,50,7,0,,11,19,,,470,,,,,,,,,
2020.3.5,广西,252,0,33,0,0,217,4,2,0,,,5,,,144,,,,,,,,,
2020.3.5,海南,168,0,4,,,158,0,6,1,,,,6306,16,278,,,,,,,,,
2020.3.5,重庆,576,0,58,,,512,10,6,0,,4,1,23620,33,269,,,,,,,,,
2020.3.5,四川,539,0,108,2,2,428,10,3,0,,,1,,170,463,,,,,,,,,
2020.3.5,贵州,146,0,30,2,,114,0,2,0,,2,1,2574,0,13,,,,,,,,,
2020.3.5,云南,174,0,2,6,,170,1,2,0,,0,0,,,,,,,,,,,,
2020.3.5,西藏,1,0,0,0,0,1,0,0,0,,0,0,,,,,,,,,,,,
2020.3.5,陕西（3月4日8时至3月5日8时）,245,0,,0,0,222,0,1,0,,,,18939,102,18634,,,,,,,,,
2020.3.5,甘肃（至3月5日20时）,91,0,,0,,87,,2,,2,,,4337,79,78,,,,,,,,,
2020.3.5,青海,18,0,0,0,0,18,0,0,0,,,,437,0,0,,,,,,,,,
2020.3.5,宁夏,75,0,6,1,,69,69,0,0,,,,,2,266,,,,,,,,,
2020.3.5,新疆,76,0,3,,,70,1,3,0,,1,,,,1348,,,,,,,,,
2020.3.6,全国,80651,99,22177,502,99,55404,1678,3070,28,,5489,,672458,4773,26730,,,,,,,,,
2020.3.6,北京,426,4,115,35,13,303,5,8,0,,,,3545,,470,,,,,,,,,
2020.3.6,天津,136,0,5,,,128,0,3,0,5,0,1,2412,31,255,,,,,,,,,
2020.3.6,河北,318,0,7,0,0,305,1,6,0,7,3,,10933,45,336,,,,,,,,,
2020.3.6,山西,133,0,7,0,0,126,0,0,0,7,0,0,4177,2,67,,,,,,,,,
2020.3.6,内蒙古（至3月7日7时）,75,0,9,1,0,65,0,1,0,,1,,,19,113,,,,,,,,,
2020.3.6,辽宁,125,0,18,,,106,0,1,0,18,1,1,3042,0,317,,,,,,,,,
2020.3.6,吉林,93,0,2,5,3,90,2,1,0,2,,,3994,10,148,,,,,,,,,
2020.3.6,黑龙江,481,0,66,0,0,402,22,13,0,,27,,16258,61,145,,,,,,,,,
2020.3.6,上海,342,3,33,37,,306,3,3,0,33,1,8,,,,,,,,,,,,
2020.3.6,江苏,631,0,30,,,601,13,0,0,30,1,1,12639,3,43,,,,,,,,,
2020.3.6,浙江,1215,0,53,,,1161,8,1,0,,2,1,42085,44,847,,,,,,,,,
2020.3.6,安徽,990,0,5,,0,979,9,6,0,5,,,28424,,455,,,,,,,,,
2020.3.6,福建,296,0,11,0,0,284,6,1,0,11,0,0,,1,129,,,,,,,,,
2020.3.6,江西,935,0,18,0,0,916,8,1,0,18,2,,26819,50,448,,,,,,,,,
2020.3.6,山东,758,0,127,,0,625,8,6,0,127,1,2,17000,,171,,,,,,,,,
2020.3.6,河南,1272,0,7,,,1243,2,22,0,,0,1,39244,110,353,,,,,,,,,
2020.3.6,湖北,67666,74,21239,301,47,43468,1502,2959,28,,5359,,,,,,,,,,,,,
2020.3.6,湖南,1018,0,55,,,959,13,4,0,55,6,,26946,25,150,,,,,,,,,
2020.3.6,广东,1352,1,112,0,0,1233,24,7,0,112,12,18,,,477,,,,,,,,,
2020.3.6,广西,252,0,31,0,0,219,2,2,0,,,5,,,82,,,,,,,,,
2020.3.6,海南,168,0,5,,,158,0,6,0,4,1,,,,,,,,,,,,,
2020.3.6,重庆,576,0,50,,,520,8,6,0,,3,1,23640,,265,,,,,,,,,
2020.3.6,四川,539,0,88,2,0,448,20,3,0,,,,,83,395,,,,,,,,,
2020.3.6,贵州,146,0,29,2,,115,1,2,0,29,2,0,2574,0,13,,,,,,,,,
2020.3.6,云南,174,0,2,,,170,0,2,0,,0,0,,,,,,,,,,,,
2020.3.6,西藏,1,0,0,,,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.3.6,陕西（至3月7日8时）,245,0,18,0,0,226,4,1,0,,,,18941,49,,,,,,,,,,
2020.3.6,甘肃（至3月6日20时）,119,28,30,0,0,87,0,2,0,,,,,,76,,,,,,,,,
2020.3.6,青海,18,0,0,0,0,18,0,0,0,0,0,0,437,0,0,,,,,,,,,
2020.3.6,宁夏,75,0,4,0,,71,2,0,0,,,,,0,266,,,,,,,,,
2020.3.6,新疆,76,0,2,,,71,1,3,0,2,,,,,1213,,,,,,,,,
2020.3.7,全国,80695,44,20533,458,84,57065,1661,3097,27,,5264,,674038,4021,23074,,,,,,,,,
2020.3.7,北京,428,2,112,27,3,308,5,8,0,112,,,3632,,551,,,,,,,,,
2020.3.7,天津,136,0,5,,,128,0,3,0,5,0,1,2442,2167,229,,,,,,,,,
2020.3.7,河北,318,0,5,0,0,307,2,6,0,5,2,,10933,11,325,,,,,,,,,
2020.3.7,山西,133,0,7,0,0,126,0,,,7,,,4180,4,67,,,,,,,,,
2020.3.7,内蒙古（至3月8日7时）,75,0,6,1,0,68,3,1,0,6,,,,6,109,,,,,,,,,
2020.3.7,辽宁,125,0,16,,,108,2,1,0,16,1,1,3042,2854,188,,,,,,,,,
2020.3.7,吉林,93,0,2,3,-2,90,0,1,0,2,,,3994,（累计解除）3862,132,,,,,,,,,
2020.3.7,黑龙江,481,0,59,0,0,409,7,13,0,,27,,16267,（累计解除）16007,131,,,,,,,,,
2020.3.7,上海,342,0,26,,,313,7,3,0,26,,1,,,,,,,,,,,,
2020.3.7,江苏,631,0,21,,,610,9,,,21,1,1,12639,（累计解除）12612,27,,,,,,,,,
2020.3.7,浙江,1215,0,45,,,1169,8,1,0,,1,1,42157,75,842,,,,,,,,,
2020.3.7,安徽,990,0,3,,0,981,2,6,0,3,,,28453,,444,,,,,,,,,
2020.3.7,福建,296,0,0,0,0,295,,,,0,,,,,,,,,,,,,,
2020.3.7,江西,935,0,16,0,0,918,2,1,0,16,2,,26828,（累计解除）26450,378,,,,,,,,,
2020.3.7,山东,758,0,115,0,0,637,12,6,,,0,2,17008,,156,,,,,,,,,
2020.3.7,河南,1272,0,4,,,1246,3,22,,,0,1,39255,51,313,,,,,,,,,
2020.3.7,湖北,67707,41,19710,295,42,45011,1543,2986,27,17078,4206,934,273217,,15587,,,,,,,,,
2020.3.7,湖南,1018,0,49,,,965,6,4,,49,6,,26968,（累计解除）26826,124,,,,,,,,,
2020.3.7,广东,1352,0,95,0,0,1250,17,7,,95,12,18,,,435,,,,,,,,,
2020.3.7,广西,252,0,27,0,0,223,4,2,0,,1,4,,,54,,,,,,,,,
2020.3.7,海南,168,0,10,,,158,0,,0,,1,6,6328,（累计解除）6143,185,,,,,,,,,
2020.3.7,重庆,576,0,44,,,526,6,6,0,44,,,23654,（累计解除）23412,242,,,,,,,,,
2020.3.7,四川,539,0,79,3,1,457,9,3,0,,,,,40,358,,,,,,,,,
2020.3.7,贵州,146,0,27,2,,117,2,2,,27,2,,2574,（累计解除）2489,13,,,,,,,,,
2020.3.7,云南,174,0,2,,,170,,2,0,2,0,0,,,,,,,,,,,,
2020.3.7,西藏,76,0,1,,,72,1,3,0,1,,,,,904,,,,,,,,,
2020.3.7,陕西（至3月8日8时）,245,0,18,0,0,226,,1,0,,,,18946,174,,,,,,,,,,
2020.3.7,甘肃（至3月7日20时）,97(境外输入29例),1,2,0,0,87,0,2,0,2,,,4337,（累计解除）4266,71,,,,,,,,,
2020.3.7,青海,18,0,0,,0,18,0,,,,,,437,0,0,,,,,,,,,
2020.3.7,宁夏,75,0,4,0,0,71,,,,,,,,（累计解除）4479,240,,,,,,,,,
2020.3.7,新疆,76,0,1,,,72,1,3,0,1,,,,,904,,,,,,,,,
2020.3.8,全国,80735,40,19016,421,60,58600,1535,3119,22,,5111,,674760,3802,20146,,,,,,,,,
2020.3.8,北京,428,0,105,35,8,315,7,8,0,,,,3632,,501,,,,,,,,,
2020.3.8,天津,136,0,4,,,129,1,3,0,,,,2462,（累计解除）2198,218,,,,,,,,,
2020.3.8,河北,318,0,5,,0,307,0,6,0,,2,,10933,2,323,,,,,,,,,
2020.3.8,山西,133,0,7,0,0,126,0,0,0,,,,4184,15,56,,,,,,,,,
2020.3.8,内蒙古（至3月9日7时）,75,0,4,1,0,70,2,1,0,,,,,4,105,,,,,,,,,
2020.3.8,辽宁,125,0,15,,,109,1,1,0,,1,1,3049,（累计解除）2880,169,,,,,,,,,
2020.3.8,吉林,93,0,2,1,1,90,0,1,0,,,,3994,（累计解除）3865,129,,,,,,,,,
2020.3.8,黑龙江,481,0,47,1,1,421,12,13,0,,25,,16268,（累计解除）16028,111,,,,,,,,,
2020.3.8,上海,342,0,25,30,,314,1,3,0,,1,8,,,,,,,,,,,,
2020.3.8,江苏,631,0,13,,,618,8,0,0,,,1,12639,（累计解除）12614,25,,,,,,,,,
2020.3.8,浙江,1215,0,32,,,1182,13,1,0,,1,1,42220,17,880,,,,,,,,,
2020.3.8,安徽,990,0,0,,0,984,3,6,0,,,,28475,,432,,,,,,,,,
2020.3.8,福建,296,0,0,0,0,295,0,1,0,,,,,（累计解除）10871,80,,,,,,,,,
2020.3.8,江西,935,0,11,0,,923,5,1,0,,1,,26834,（累计解除）26547,287,,,,,,,,,
2020.3.8,山东,758,0,105,,,647,10,6,0,,,2,17010,,121,,,,,,,,,
2020.3.8,河南,1272,0,3,,,1247,1,22,0,,,1,39258,105,212,,,,,,,,,
2020.3.8,湖北,67743,36,15826,277,28,46433,1422,3007,21,277,4101,890,273617,,13211,,,,,,,,,
2020.3.8,湖南,1018,0,35,,,979,14,4,0,,6,,26969,（累计解除）26837,132,,,,,,,,,
2020.3.8,广东,1352,0,84,,,1260,10,8,1,,12,17,,,404,,,,,,,,,
2020.3.8,广西,252,0,20,0,0,230,7,2,0,,1,4,,,21,,,,,,,,,
2020.3.8,海南,168,0,3,,,159,1,6,0,,1,,6334,（累计解除）6171,163,,,,,,,,,
2020.3.8,重庆,576,0,43,,,527,1,6,0,,3,1,23668,（累计解除）23477,191,,,,,,,,,
2020.3.8,四川,539,0,71,2,0,465,8,3,0,,,,,67, ,,,,,,,,,
2020.3.8,贵州,146,0,21,,,123,6,2,0,,2,,2574,（累计解除）2489,13,,,,,,,,,
2020.3.8,云南,174,0,2,,,170,0,2,0,,,,,,,,,,,,,,,
2020.3.8,西藏,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,
2020.3.8,陕西（至3月9日8时）,245,0,18,0,0,226,0,1,0,,,,18954,18887,,,,,,,,,,
2020.3.8,甘肃（至3月8日20时）,124（境外输入33）,4（境外输入）,2,0,,87,0,2,0,,2（境外输入）,,4337,（累计解除）4270,67,,,,,,,,,
2020.3.8,青海,18,0,0,0,,18,0,0,0,,,,437,（累计解除）437,0,,,,,,,,,
2020.3.8,宁夏,75,0,4,0,,71,0,0,0,,,,,（累计解除）4486,233,,,,,,,,,
2020.3.8,新疆,76,0,0,,,73,1,3,0,,,,,,857,,,,,,,,,
2020.3.9,全国,80754（境外输入37）,19（境外输入2）,17721（境外输入37）,349,36,59897,1297,3136,17,,4794,,675338,4148,16982,,,,,,,,,
2020.3.9,北京,429,1（境外输入1）,101,36,9（境外输入7）,320,5,8,0,,,,3650,,467,,,,,,,,,
2020.3.9,天津,136,0,3,,,130,1,3,0,,0,0,2472,（累计解除）2248,178,,,,,,,,,
2020.3.9,河北,318,0,5,0,0,307,0,6,0,,2,,10933,0,323,,,,,,,,,
2020.3.9,山西,133,0,6,0,0,127,1,0,0,,,,4185,1,56,,,,,,,,,
2020.3.9,内蒙古（3月9日7时至3月10日7时）,75,0,4,1,0,70,0,1,0,,,,,1,105,,,,,,,,,
2020.3.9,辽宁,125,0,14,,,110,1,1,0,,1,1,3052,（累计解除）2962,90,,,,,,,,,
2020.3.9,吉林,93,0,1,1,,91,1,1,0,,,,3994,（累计解除）3869,125,,,,,,,,,
